Title,Status
Ursula Kissel,404
Starke & Kammerer,404
Christian Weygand,200
Isabella Straub (Autorin),404
Barbara Schnitzler,200
Johann Caspar Rahn,404
Fritz Schwarz (Architekt),200
Christoph Straub,404
Madeleine Dietz,200
Corina Dietz,200
Wilhelm Fuchs (Bibliothekar),200
Benjamin Starck,200
Werner Schiffner,404
Franz Stark (Philologe),200
Wilhelm Girardet,200
Stephan Schiffers,200
Tino Kießling,200
Elfriede Dallmann,404
Adolf Lohse (Manager),200
Günther Weinmann,200
Matthias von Wolzogen auf Missingdorf,404
Cornelia Rauh,200
Lars Wernecke,200
Rudi Scheuermann,200
Ernst Kissling,404
Werner Kießling (Verbandsfunktionär),404
Telldenkmal,200
Spital Öhringen,200
Ur-Krostitzer Jahresring,200
Ratsschulbibliothek Zwickau,200
Hanna Dietz,200
Wilhelm Feit,200
Steffen Schäffler,200
Joachim Thalmann,200
Züricher Novellen,200
Ulrike Scheuermann,200
Karolin Kroiß,404
Julius Schnitzler (Unternehmer),200
Arnold Bormann,404
Convent (Studentenverbindung),200
Kurt Schreiner,200
Julie Virginie Scheuermann,200
Bruno Droste,200
Lilian Schiffer,404
Edgar Wolfrum,200
Corps Saxonia Göttingen,200
Bernd Kissel,200
Franz Kess,200
Kalmenhof,200
Theodor Vogelstein,200
Friedrich Kießling (Elektroingenieur),200
Holger Stark (Journalist),200
Christian Friedrich von Ramin,404
Helmuth Schreiner,200
Peter Kees,200
Catia Werneck,404
Hauptpostamt Dresden 6,200
Friedrich von Schoeler,200
Patriziergesellschaft,200
Walter Kappe,200
Erich Wernicke (Lehrer),404
Fabian Kießling,200
Hilde Wernicke,200
Stephan Rudas,200
Rolf Dietz (Fußballspieler),404
Hans Dietz,200
Ernst Scheffler,200
Paul von Schnitzler,200
Rolf Merzbacher,200
St. Ulrich (Amendingen),200
Frankfurter Stadtgeläute,200
Johann Martin Starck,404
Albert Schiffner,200
Lutherkirche (Kassel),200
Fisch & Fang,404
Hellmuth Müller (Kriminalbeamter),404
Stiftskirche Öhringen,200
Walter Alexander Schnitzer,200
Karl Friedrich Christian Wenck,200
Konrad Schott von Schottenstein,200
Julius Rinck von Starck,200
Johann Heinrich Funck,404
Bendicht Straub,200
Kurt Weinmann,200
Jürgen Kießling,404
Arno Straube,404
Willy Starcke,200
Christian Ernst Schöler,200
Gewidmete Gräber der Stadt Wien,200
Wilhelm Schaeffler,200
Karl-Martin Dietz,200
Jakob Schilling,404
Richtebrief,200
Nosseni-Epitaph,200
Innung,200
Carl Georg Scheuermann,200
Österreichischer Ingenieur- und Architekten-Verein,200
Fußball im Ruhrgebiet,200
Horst Scheffler (Geologe),404
Heinrich August Schoeller (Papierfabrikant),404
Paula von Weitershausen,200
Kaufmannschaft zu Lübeck,200
Lothar Dietz,200
Schweiz ohne Armee? Ein Palaver,404
Franz Clemens Schiffer,404
Reichsverband der Deutschen Presse,200
Karl Wilhelm Stark,200
Kloster Bernstein (Sulz am Neckar),404
Josef Schnitzer junior,200
Kettenschifffahrt auf dem Main,200
Emons Verlag,200
Wilhelm Herz (Unternehmer),200
Rolf Dietz (Rechtswissenschaftler),404
Christian Schiffer (Comedian),404
Nikolaus Müller (Beamter),200
Hans Stocker (Maler),200
Julie Stark,200
Horst Wernicke (Romanist),200
Nikolaus Straub,404
Heilig-Geist-Spital,200
Zanggasse,200
Philipp Schöller (Politiker),404
Erwin Starker,200
Leopold-Kunschak-Platz,200
Johann Dietz (Feldscher),200
Simone Burel,404
Gottlieb Heinrich Dietz,200
Rudolstädter Vogelschießen,200
Jüdische Gemeinde Esens,200
Horst Schreiner,200
Thomas Schnitzer,200
Palais Kees,200
Bernsteinschule,200
Siegfried Scheffler (Musiker),404
Wolfgang Dallmann,404
Karl Stark (Künstler),200
Carl Maria Kiesel,404
Christian Scheffler (Orgelbauer),200
Edith Schreiner,200
Hugo Troendle,200
Moritz von Schoeler,200
Karl Straub (Widerstandskämpfer),200
Janez Starc,200
Anna Bergmann (Regisseurin),200
Hamburger Allgemeine Zeitung,404
Ernst Kiesling,404
John Julia Scheffler,404
Anna Lesser-Kiessling,200
Eduard Dietz,200
Hans Ludwig Pfeiffer,200
Deutsche Allgemeine Zeitung (1843–1879),404
Unterrichtsanstalt des Kunstgewerbemuseums Berlin,200
Karl Schreiner (Politiker),404
Charlotte Hofmann-Hege,200
Lorenz Wilhelm Straub,200
St. Jakobusbruderschaft Trier,200
August Wernicke,200
Manfred Straube,200
Henning Lobin,200
Max Kiesling,200
Karl Adolph Caesar,200
"August Weber (Politiker, 1875)",404
Ruth Schiffer,200
Albert Barth (Politiker),200
Diethelm Straube,200
Werner Bahlsen,200
Honschaft Schöller,200
Waltraud Schiffer,404
Johanna Straub (Autorin),200
Nicolai von Schweder-Schreiner,200
Städtischer Vieh- und Schlachthof (Dresden),200
Nosseni-Altar,200
Pierre Dietz,404
Ludwig Baumann (Wehrmachtsdeserteur),200
Stefan Kießling (Organist),404
Christian Dietz (Basketballspieler),404
Helmuth Kiesel,200
Hamburger Freie Presse,404
Kunstpreis junger westen,200
Legationsrat,200
Gerd Starke,404
Wolfgang Scheffler (Kunsthistoriker),200
Kunststiftung Baden-Württemberg,200
Rettershof,200
Alfons Schnitzler,200
Hugo Sperber,200
Franz Kießling (Lyriker),404
Johannes Straube,404
Johann Peter Ernst von Scheffler,404
Jakobusgesellschaft,200
Hans Starcke,200
Benedikt Schnitzler,404
"Leopold Schoeller (Unternehmer, 1830)",404
Michael Veith (Chemiker),200
Matthias Dietz,200
Josef Schreiner (Theologe),200
Jan Schreiner,200
Andreas Kraus,200
Geschichte des Kirchenbaus in Ostfriesland,200
Götz Schweighöfer,404
Herbert Dallmann,200
Eichendorff-Plakette,200
Wiltrud Schreiner,200
Antoinette Woodville-Schnitzler,404
Günter Schnitzler,200
Hans von Gersdorff (Gelehrter),200
Franziska Kohlund,200
Jakob Kees,404
Adolf Brunner (Politiker),200
Franz Karl Lukas,200
Friedrich Müller-Starke,404
Otto Kiesel,200
Clemens Kissel,200
Corpsschleifenträger,200
Ernst Schreiner,200
Kunstgewerbeschule Zürich,200
Simson Sperber,200
Katharina Stark,200
Heini Scheffler,200
Klaus Bahlsen,200
Graf Öderland,200
"Friedrich Schulze (Politiker, 1896)",404
Christian Hege (Politiker),200
Martin Gottlieb Deetz,200
Matthias Starck,200
Carl Gotthelf Praetorius,404
Otto Andreae,200
Max Hartmann (Richter),200
Sabine Schiffner,200
Hans Thalmann (Politiker),404
Ludwig Kießling,200
Erna Wazinski,200
Heinrich Straub,200
Bruno Schumacher,200
Bahnstrecke Freital Ost–Possendorf,404
Johanna Straub (Politikerin),200
Fritz-Kissel-Siedlung,200
Postamt Ismaninger Straße,200
Samuel Starck,200
Etzel Gysling,404
Heinrich Schiffers (Musiker),200
Willi Scheuermann,200
Carl Eberhardt,200
Anton Schiffer,200
"Hermann Bahlsen (Fabrikant, 1927)",200
Andreas Feith,404
Paul Kälberer,200
Friedrich Kießling (Historiker),200
Thilo Dahlmann,404
Davistan,200
Otto Schreiner,200
Theodor Schnitzer,200
Clemens Maria Schreiner,200
Karl Wernecke,200
Schinkelpreis,200
Bernie Feit,200
Konrad Straub,200
Jakob Ritzmann,200
Schulprogramm (historisch),200
"Josef Böhm (Kirchenmusiker, 1875)",404
Römische Villa Haselburg,200
Moritz von Schreiner,404
Max Spindler,200
Rudolf Wilhelm Schoeller,200
Richard von Schnitzler,200
Schöne Eiche (Harreshausen),200
