Subject,Predicate,Object,Wikipedia-URL,Unnamed: 4
Schweiz ohne Armee? Ein Palaver,Serie,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,nachfolgende Arbeiten,"Palaver, Palaver",https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Übersetzer,"Benno Besson, Yvette Z'Gragen",https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Eigentümer,Max Frisch,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Genre,Prosatext,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,schriftsteller,Max Frisch,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Entwickler,Max Frisch,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Laufzeit (s),,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Ausführender Produzent,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Typ,Prosatext,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Laufzeit (m),,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Untertitel,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Schicksal,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Gründungsjahr,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,gegründet von,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Industrie,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Muttergesellschaft,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Fertigstellungstermin,1989,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Anzahl der Episoden,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Urheber,Max Frisch,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Sendergruppe,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Person,Max Frisch,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Produzent,Max Frisch,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,verbunden,Max Frisch,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Dewey-Dezimalklassifikation,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,IMDB-ID,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,ISBN,3-85791-153-0,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,LCC,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,OCLC,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Cover-Künstler,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Sachbuch,Max Frischs „Palaver“ Schweiz ohne Armee? Oder Öffentlichkeit und Unverständnis,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,Designer,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,VIAF-ID,,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Schweiz ohne Armee? Ein Palaver,mit,Jonas und seinem Großvater,https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver,
Graf Öderland,Anzahl der Seiten,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Veröffentlichungsdatum,Februaar 1951,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,autor,Max Frisch,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Land,Schweiz,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Illustrator,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Sprache,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,literarische Gattung,Drama,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Medientyp,Drama,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,früheren Arbeiten,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Herausgeber,Suhrkamp Verlag,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Serie,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,nachfolgende Arbeiten,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Übersetzer,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Eigentümer,Max Frisch,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Genre,Drama,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,schriftsteller,Max Frisch,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Entwickler,Max Frisch,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Laufzeit (s),,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Ausführender Produzent,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Typ,Drama,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Laufzeit (m),,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Untertitel,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Schicksal,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Gründungsjahr,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,gegründet von,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Industrie,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Muttergesellschaft,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Fertigstellungstermin,1951,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Anzahl der Episoden,zwölf,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Urheber,Max Frisch,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Sendergruppe,Hessischen Rundfunk,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Person,Max Frisch,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Produzent,Max Frisch,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,verbunden,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Dewey-Dezimalklassifikation,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,IMDB-ID,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,ISBN,3-518-10032-7,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,LCC,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,OCLC,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Veröffentlichungsdatum,Februaar 1951,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Cover-Künstler,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Sachbuch,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,Designer,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,VIAF-ID,,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Graf Öderland,mit,Gustav Knuth,https://de.wikipedia.org/wiki/Graf_%C3%96derland,
Paul Parey Zeitschriftenverlag,Datum,1848,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Bildgröße (px),,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,ISSN,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Jahr,1848,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Stadt,Singhofen,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Land,Deutschland,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Urheber,"Wild und Hund, Deutsche Jagdzeitung, Jagen weltweit, Fisch & Fang und Der Raubfisch",https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Herausgeber,Walterpeter Twer,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Genre,Special-Interest,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Sprache,deutscher,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Fotograf,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Beschreibung,Special-Interest-Verlag für Zeitschriften mit den Themen Jagen und Angeln,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Gründer,Theodor Wilhelm Paul Parey,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Geburtsort,Berlin,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Geburtsdatum,1848,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Partei,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Gründungsjahr,1848,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Muttergesellschaft,Blackwell Publishers,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Standort,Singhofen,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Anzahl der Mitarbeiter,110,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Gründungsdatum,1848,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Hauptsitz,Singhofen,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Eigentümer,Blackwell Publishers,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Typ,Special-Interest-Verlag für Zeitschriften mit den Themen Jagen und Angeln,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Impact Factor,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Impact Factor ist von,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,frei zugänglicher Inhalten,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Abkürzung,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Datum der Erstausgabe,14. Dezember 1883,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,14. Dezember 1883
Paul Parey Zeitschriftenverlag,Jahr der Erstausgabe,1883,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Erscheinungsweise,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,wissenschaftliche Disziplin,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Feld,Special-Interest,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Institution,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Befehlshaber,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Betreiber,Walterpeter Twer,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,aktive Jahre,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,ursprünglich verwendet für,"Büchern aus den Bereichen Biologie, Veterinärmedizin und Verhaltensforschung",https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Totenzahl,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Format,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,gegründet von,Theodor Wilhelm Paul Parey,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Schlüsselperson,Walterpeter Twer,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Hintergrund,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Verkehr,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Beschreibung der Darstellung (Bildunterschrift),,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Herausgebertitel,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Logo,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,vorheriger Herausgeber,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Alma Mater,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Laufzeit,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,aktive Jahre Startjahr,1883,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,zugehörige Band,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,assoziierter Musikkünstler,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,Plattenlabel,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,OCLC,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Paul Parey Zeitschriftenverlag,LCCN,,https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag,
Der Raubfisch,Datum,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Bildgröße (px),,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,ISSN,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Jahr,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Stadt,Singhofen/Taunus,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Land,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Urheber,Paul Parey Zeitschriftenverlag,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Herausgeber,Thomas Wendt,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Genre,Special-Interest,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Sprache,deutschsprachige,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Fotograf,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Beschreibung,Special-Interest Zeitschrift,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Gründer,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Geburtsort,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Geburtsdatum,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Partei,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Gründungsjahr,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Muttergesellschaft,Paul Parey Zeitschriftenverlag,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Standort,Singhofen/Taunus,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Anzahl der Mitarbeiter,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Gründungsdatum,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Hauptsitz,Singhofen/Taunus,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Eigentümer,Paul Parey Zeitschriftenverlag,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Typ,Special-Interest Zeitschrift,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Impact Factor,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Impact Factor ist von,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,frei zugänglicher Inhalten,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Abkürzung,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Datum der Erstausgabe,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Jahr der Erstausgabe,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Erscheinungsweise,zweimonatlich,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,wissenschaftliche Disziplin,Gerätetechnik,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Feld,Special-Interest,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Institution,Paul Parey Zeitschriftenverlag,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Befehlshaber,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Betreiber,"Thomas Wendt, Paul Parey Zeitschriftenverlag",https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,aktive Jahre,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,ursprünglich verwendet für,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Totenzahl,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Format,zweimonatlich,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,gegründet von,Paul Parey Zeitschriftenverlag,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Schlüsselperson,Thomas Wendt,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Hintergrund,Special-Interest Zeitschrift für Angler,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Verkehr,23779,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Beschreibung der Darstellung (Bildunterschrift),,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Herausgebertitel,Paul Parey Zeitschriftenverlag,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Logo,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,vorheriger Herausgeber,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Alma Mater,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Laufzeit,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,aktive Jahre Startjahr,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,zugehörige Band,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,assoziierter Musikkünstler,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,Plattenlabel,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,OCLC,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Der Raubfisch,LCCN,,https://de.wikipedia.org/wiki/Der_Raubfisch,
Berliner Volks-Zeitung,Gründungsdatum,1. April 1849,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,1. April 1849
Berliner Volks-Zeitung,Herausgeber,"Rudolf Mosse, Franz Duncker, Aaron Bernstein",https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Format,Berliner Format,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,gegründet von,"Franz Duncker, Aaron Bernstein",https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Hauptsitz,Berlin,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Sprache,deutsche,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Eigentümer,"Rudolf Mosse, Buch- und Tiefdruck GmbH, Deutschen Verlag",https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Typ,regionale deutsche Tageszeitung,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Chefredakteur,"Adolph Phillips, Karl Vollrath, Otto Nuschke",https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Standort,Berlin,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Datum,1. April 1849,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,ISSN,,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Jahr,1849,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Stadt,Berlin,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Bildgröße (px),,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Land,Deutschland,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Genre,Tageszeitung,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Gründer,Franz Duncker sowie Aaron Bernstein,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Verkehr,"22.000, 20.000, 140.000, 225.000, 70.000, 614.680  ",https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Schwester Zeitung,"Berliner Morgen-Zeitung, Berliner Tageblatt",https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Mitherausgeber,Theodor Wolff,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,VIAF-ID,,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Beschreibung der Darstellung (Bildunterschrift),,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Herausgebertitel,,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Berliner Volks-Zeitung,Logo,,https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung,
Hamburger Tageblatt,Gründungsdatum,1. Januar 1931,https://de.wikipedia.org/wiki/Hamburger_Tageblatt,1931-01-01 00:00:00
Hamburger Tageblatt,Herausgeber,Albert Krebs,https://de.wikipedia.org/wiki/Hamburger_Tageblatt,
Hamburger Tageblatt,Format,Tageszeitung,https://de.wikipedia.org/wiki/Hamburger_Tageblatt,
Hamburger Tageblatt,gegründet von,NSDAP,https://de.wikipedia.org/wiki/Hamburger_Tageblatt,
Hamburger Tageblatt,Hauptsitz,Hamburg,https://de.wikipedia.org/wiki/Hamburger_Tageblatt,
Hamburger Tageblatt,Sprache,deutsch,https://de.wikipedia.org/wiki/Hamburger_Tageblatt,
Hamburger Tageblatt,Eigentümer,"NSDAP, Hamburger Tageblatt GmbH, Franz-Eher-Verlag",https://de.wikipedia.org/wiki/Hamburger_Tageblatt,
Hamburger Tageblatt,Typ,Tageszeitung,https://de.wikipedia.org/wiki/Hamburger_Tageblatt,
Hamburger Tageblatt,Chefredakteur,"Albert Krebs, Hermann Okraß",https://de.wikipedia.org/wiki/Hamburger_Tageblatt,
Hamburger Tageblatt,Standort,Hamburg,https://de.wikipedia.org/wiki/Hamburger_Tageblatt,
Hamburger Tageblatt,Datum,1. Januar 1931,https://de.wikipedia.org/wiki/Hamburger_Tageblatt,
Hamburger Tageblatt,ISSN,,https://de.wikipedia.org/wiki/Hamburger_Tageblatt,
Hamburger Tageblatt,Jahr,1931,https://de.wikipedia.org/wiki/Hamburger_Tageblatt,
Hamburger Tageblatt,Stadt,Hamburg,https://de.wikipedia.org/wiki/Hamburger_Tageblatt,
Hamburger Tageblatt,Bildgröße (px),,https://de.wikipedia.org/wiki/Hamburger_Tageblatt,
Hamburger Tageblatt,Land,,https://de.wikipedia.org/wiki/Hamburger_Tageblatt,
Hamburger Tageblatt,Genre,Tageszeitung,https://de.wikipedia.org/wiki/Hamburger_Tageblatt,
