Subject;Predicate;Object;Wikipedia-URL;;;;;
Ostfriesland zur Zeit des Dreißigjährigen Krieges;erstePopularVote;N/A;https://de.wikipedia.org/wiki/Ostfriesland_zur_Zeit_des_Drei%C3%9Figj%C3%A4hrigen_Krieges;;;;;
Ostfriesland zur Zeit des Dreißigjährigen Krieges;zweitePopularVote;N/A;https://de.wikipedia.org/wiki/Ostfriesland_zur_Zeit_des_Drei%C3%9Figj%C3%A4hrigen_Krieges;;;;;
Ostfriesland zur Zeit des Dreißigjährigen Krieges;Verdachtsfälle;N/A;https://de.wikipedia.org/wiki/Ostfriesland_zur_Zeit_des_Drei%C3%9Figj%C3%A4hrigen_Krieges;;;;;
Schweiz ohne Armee? Ein Palaver;Anzahl der Seiten;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Veröffentlichungsdatum;Sommer 1989;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;autor;Max Frisch;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Land;Schweiz;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Illustrator;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Sprache;vier schweizer Landessprachen;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;literarische Gattung;Prosatext;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Medientyp;Prosatext;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;früheren Arbeiten;Blätter aus dem Brotsack;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Herausgeber;Suhrkamp;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Serie;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;nachfolgende Arbeiten;Palaver, Palaver;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Übersetzer;Benno Besson, Yvette Z'Gragen;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Eigentümer;Max Frisch;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Genre;Prosatext;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;schriftsteller;Max Frisch;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Entwickler;Max Frisch;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Laufzeit (s);N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Ausführender Produzent;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Typ;Prosatext;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Laufzeit (m);N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Untertitel;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Schicksal;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Gründungsjahr;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;gegründet von;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Industrie;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Muttergesellschaft;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Fertigstellungstermin;1989;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Anzahl der Episoden;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Urheber;Max Frisch;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Sendergruppe;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Person;Max Frisch;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Produzent;Max Frisch;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;verbunden;Max Frisch;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Dewey-Dezimalklassifikation;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;IMDB-ID;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;ISBN;3-85791-153-0;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;LCC;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;OCLC;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Cover-Künstler;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Sachbuch;Max Frischs „Palaver“ Schweiz ohne Armee? Oder Öffentlichkeit und Unverständnis;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;Designer;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;VIAF-ID;N/A;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Schweiz ohne Armee? Ein Palaver;mit;Jonas und seinem Großvater;https://de.wikipedia.org/wiki/Schweiz_ohne_Armee%3F_Ein_Palaver;;;;;
Graf Öderland;Anzahl der Seiten;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Veröffentlichungsdatum;Februaar 1951;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;autor;Max Frisch;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Land;Schweiz;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Illustrator;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Sprache;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;literarische Gattung;Drama;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Medientyp;Drama;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;früheren Arbeiten;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Herausgeber;Suhrkamp Verlag;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Serie;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;nachfolgende Arbeiten;;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Übersetzer;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Eigentümer;Max Frisch;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Genre;Drama;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;schriftsteller;Max Frisch;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Entwickler;Max Frisch;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Laufzeit (s);N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Ausführender Produzent;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Typ;Drama;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Laufzeit (m);N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Untertitel;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Schicksal;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Gründungsjahr;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;gegründet von;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Industrie;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Muttergesellschaft;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Fertigstellungstermin;1951;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Anzahl der Episoden;zwölf;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Urheber;Max Frisch;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Sendergruppe;Hessischen Rundfunk;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Person;Max Frisch;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Produzent;Max Frisch;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;verbunden;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Dewey-Dezimalklassifikation;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;IMDB-ID;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;ISBN;3-518-10032-7;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;LCC;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;OCLC;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Veröffentlichungsdatum;Februaar 1951;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Cover-Künstler;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Sachbuch;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;Designer;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;VIAF-ID;N/A;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Graf Öderland;mit;Gustav Knuth;https://de.wikipedia.org/wiki/Graf_%C3%96derland;;;;;
Paul Parey Zeitschriftenverlag;Datum;1848;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Bildgröße (px);N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;ISSN;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Jahr;1848;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Stadt;Singhofen;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Land;Deutschland;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Urheber;Wild und Hund, Deutsche Jagdzeitung, Jagen weltweit, Fisch & Fang und Der Raubfisch;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Herausgeber;Walterpeter Twer;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Genre;Special-Interest;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Sprache;deutscher;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Fotograf;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Beschreibung;Special-Interest-Verlag für Zeitschriften mit den Themen Jagen und Angeln;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Gründer;Theodor Wilhelm Paul Parey;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Geburtsort;Berlin;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Geburtsdatum;1848;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Partei;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Gründungsjahr;1848;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Muttergesellschaft;Blackwell Publishers;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Standort;Singhofen;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Anzahl der Mitarbeiter;110;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Gründungsdatum;1848;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Hauptsitz;Singhofen;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Eigentümer;Blackwell Publishers;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Typ;Special-Interest-Verlag für Zeitschriften mit den Themen Jagen und Angeln;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Impact Factor;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Impact Factor ist von;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;frei zugänglicher Inhalten;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Abkürzung;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Datum der Erstausgabe;14. Dezember 1883;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;14. Dezember 1883;;;;
Paul Parey Zeitschriftenverlag;Jahr der Erstausgabe;1883;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Erscheinungsweise;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;wissenschaftliche Disziplin;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Feld;Special-Interest;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Institution;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Befehlshaber;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Betreiber;Walterpeter Twer;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;aktive Jahre;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;ursprünglich verwendet für;Büchern aus den Bereichen Biologie, Veterinärmedizin und Verhaltensforschung;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Totenzahl;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Format;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;gegründet von;Theodor Wilhelm Paul Parey;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Schlüsselperson;Walterpeter Twer;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Hintergrund;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Verkehr;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Beschreibung der Darstellung (Bildunterschrift);N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Herausgebertitel;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Logo;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;vorheriger Herausgeber;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Alma Mater;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Laufzeit;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;aktive Jahre Startjahr;1883;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;zugehörige Band;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;assoziierter Musikkünstler;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;Plattenlabel;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;OCLC;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Paul Parey Zeitschriftenverlag;LCCN;N/A;https://de.wikipedia.org/wiki/Paul_Parey_Zeitschriftenverlag;;;;;
Der Raubfisch;Datum;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Bildgröße (px);N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;ISSN;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Jahr;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Stadt;Singhofen/Taunus;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Land;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Urheber;Paul Parey Zeitschriftenverlag;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Herausgeber;Thomas Wendt;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Genre;Special-Interest;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Sprache;deutschsprachige;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Fotograf;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Beschreibung;Special-Interest Zeitschrift;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Gründer;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Geburtsort;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Geburtsdatum;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Partei;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Gründungsjahr;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Muttergesellschaft;Paul Parey Zeitschriftenverlag;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Standort;Singhofen/Taunus;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Anzahl der Mitarbeiter;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Gründungsdatum;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Hauptsitz;Singhofen/Taunus;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Eigentümer;Paul Parey Zeitschriftenverlag;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Typ;Special-Interest Zeitschrift;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Impact Factor;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Impact Factor ist von;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;frei zugänglicher Inhalten;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Abkürzung;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Datum der Erstausgabe;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Jahr der Erstausgabe;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Erscheinungsweise;zweimonatlich;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;wissenschaftliche Disziplin;Gerätetechnik;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Feld;Special-Interest;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Institution;Paul Parey Zeitschriftenverlag;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Befehlshaber;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Betreiber;Thomas Wendt, Paul Parey Zeitschriftenverlag;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;aktive Jahre;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;ursprünglich verwendet für;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Totenzahl;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Format;zweimonatlich;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;gegründet von;Paul Parey Zeitschriftenverlag;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Schlüsselperson;Thomas Wendt;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Hintergrund;Special-Interest Zeitschrift für Angler;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Verkehr;23.779;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Beschreibung der Darstellung (Bildunterschrift);N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Herausgebertitel;Paul Parey Zeitschriftenverlag;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Logo;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;vorheriger Herausgeber;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Alma Mater;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Laufzeit;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;aktive Jahre Startjahr;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;zugehörige Band;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;assoziierter Musikkünstler;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;Plattenlabel;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;OCLC;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Der Raubfisch;LCCN;N/A;https://de.wikipedia.org/wiki/Der_Raubfisch;;;;;
Berliner Volks-Zeitung;Gründungsdatum;1. April 1849;https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung;1. April 1849;;;;
Berliner Volks-Zeitung;Herausgeber;Rudolf Mosse, Franz Duncker, Aaron Bernstein;https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung;;;;;
Berliner Volks-Zeitung;Format;Berliner Format;https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung;;;;;
Berliner Volks-Zeitung;gegründet von;Franz Duncker, Aaron Bernstein;https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung;;;;;
Berliner Volks-Zeitung;Hauptsitz;Berlin;https://de.wikipedia.org/wiki/Berliner_Volks-Zeitung;;;;;
